id,title,original_title,overview,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,genre_ids
1745094,Хороший отец,Хороший отец,"Teenager Sasha witnesses a kidnapping, setting off a chain of events that could destroy his family.",2026-08-20,0.0,0,4.5194,/1tQ7kriL42iFfl1zsNlmCEI7jM.jpg,,ru,18
1741668,TAM,탐,,2026-08-20,0.0,0,0.4257,,,ko,10749
1745164,Зеркальная звезда,Зеркальная звезда,"An aspiring director arrives in the Moscow region to film a documentary about a legendary Counter-Strike coach. However, instead of an esports legend, she's met by a forty-year-old security guard who doesn't own a computer, and whose training methods only fit on a couple of notebook pages. To save the project, the director decides to turn the charlatan coach into a youth icon, uncovering who's really deceiving whom.",2026-08-20,0.0,0,1.9385,/2dDOvE2lZ9U64wu1sApiQy1Lxha.jpg,,ru,"18,35"
1745219,Плохой сон,Плохой сон,"Vitya had a nightmare. Again. Masha reassures him—it was just a dream, nothing bad will happen. But for some reason, Vitya feels like the bad dream hasn't gone away.",2026-08-20,0.0,0,0.9068,/lFGkYr9h5bdLfzl895fSyUy7kQH.jpg,,ru,18
1745244,Собачья будка,Собачья будка,"After the death of his guardian, ten-year-old Adil remains an orphan for the second time. On the day of the funeral, the adult children of the deceased come to the house, and the boy hopes that one of them will take him. But it soon becomes clear: the inheritance may not mean at all what he expected.",2026-08-20,0.0,0,0.4414,/hDEG3fwOW9VELCgJVjuvqLeO9iV.jpg,,ru,18
1745259,Twix,Твикс,"Close friends decide to make fun of a ""rich"" schoolboy, taking advantage of his advances, but begin competing for his attention, even to the point of smearing chocolate on his face.",2026-08-20,0.0,0,2.8082,/tRvPYZK7CPSUHgC2HZAHI39t6BJ.jpg,,ru,18
1745264,Тихий свет,Тихий свет,Sister and brother meet at their parents' old dacha after many years of mutual silence.,2026-08-20,0.0,0,0.4627,/5UPQCTo0HxG43oRrKjTGowhPt4h.jpg,,ru,18
1747011,Sunrise,Gün Doğumu,"A young stage actress who is striving hard for her career, Güneş, is taking a look at some items from her memory box as she remembers how each of them caused her feelings of failure.",2026-08-20,0.0,0,0.2985,/va7ezLOfMXkgKSrcMqcaNghigaE.jpg,/wGE0WEb5rE72BdR4m8dj4BeY5NH.jpg,tr,18
1739879,Language of Uiju,의주의 언어,,2026-08-20,0.0,0,0.7867,,,ko,18
1749129,Счастье любит тишину,Счастье любит тишину,"A family on the brink of crisis tries to save their marriage with a trip to the forest together, but one of them has other plans.",2026-08-20,0.0,0,0.2186,,,ru,35
1750834,Ruído,Ruído,,2026-08-20,0.0,0,0.0168,/dfEwy89FNqGdenOLNplgTvb74ud.jpg,,pt,
1749013,Этого не должно было происходить,Этого не должно было происходить,"On the eve of moving in with her fiancé, Lenochka throws a swap party with her friends, trying to shed unnecessary things and doubts. An evening full of conversations, memories, and casual confessions reveals cracks in her ""perfect"" future: betrayal, omissions, and a lack of true intimacy. The arrival of a stranger, Lyova, forces Lenochka to take a hard look at her relationship. What was supposed to be a step into a new life turns into a breaking point—and a chance to choose herself for the first time.",2026-08-20,0.0,0,0.2616,,,ru,
1679209,MACDUFF'D,MACDUFF'D,By the pricking of thy thumbs.,2026-08-20,0.0,0,0.4732,,,en,"27,18"
1733730,The Fairies,Enfiévrée,A young girl struggles with the inevitability of adulthood and an unknown illness as malevolent spirits  attempt to prey on her.,2026-08-20,0.0,0,0.2774,,,en,27
1479369,Red Rue Express,Потяг «Червона Рута»,"A romantic comedy that modernizes and reimagines one of the most famous and vivid Ukrainian national symbols, Chervona Ruta, and turns it into a new cultural phenomenon.",2026-08-20,0.0,0,2.0762,/66rjK57IQH8CrNG8tj7sUoo5Xjj.jpg,/lKXXlvdfb94jUp54xUOx99UfQBf.jpg,uk,"35,10749"
1571577,Amelia Toledo,Amelia Toledo,,2026-08-20,0.0,0,1.1271,/gkY0eQkK7LlaTFdzmlBlu1KeO5h.jpg,,pt,99
1611769,Amnesty 1979,Anistia 79,"In Rome, in June 1979, the International Conference for Amnesty in Brazil is filmed, a major gathering of the Brazilian left in exile. Viewed in the present day, this archive revisits with rare vitality the question of political strategies in the face of state repressive apparatuses.",2026-08-20,0.0,0,1.6321,/946BzAqJpXNPoFKKT5fLAKAbMzE.jpg,/gWhU724R7ExeGqhtDIQPfECwzXq.jpg,pt,99
1616146,"The Lights, They Fall","The Lights, They Fall",Sixteen-year-old Ilay drifts through the summer on the outskirts of Berlin while a palliative nurse accompanies his ailing mother during her last days.,2026-08-20,0.0,0,1.7309,/t12CAZnCAe0H9NvOGbZJzxdrkiX.jpg,/pwmvJMR3jrzzCfYaORg7sqRFTCJ.jpg,de,18
1620584,Kuncen,Kuncen,"Darus (62) is a river guardian. He practices rituals and adheres to beliefs as a form of reciprocity with nature. One day, Darus hears news of a child missing in the river and is asked by the community to help with the search. However, his advancing age and an increasingly toxic relationship with the river have left him unable to go near it, to the point of causing him distress. Darus is trapped in a dilemma: saving the missing child or protecting himself.",2026-08-20,0.0,0,3.5435,/6meIPeqCZkVUmMfGLC1rkulmde.jpg,,jv,"18,9648"
1626188,Novak Djokovic: The Wolf in Winter,Novak Djokovic: The Wolf in Winter,"Explore the extraordinary journey of tennis GOAT Novak Djokovic, who began playing on the hardscrabble courts of Serbia and rose to become the most accomplished champion in the history of men's tennis.",2026-08-20,0.0,0,1.1822,/4VvaFy9Z5C879akw3XJ31XK4lWO.jpg,/1upwdMUTDkEI5vm22d4D09cFWkU.jpg,en,99
1695077,Distant lover,Distant lover,The story of a boy yearning for a girl he knows he can never be with how ever hard he tries he knows it will never work and yet he doesn’t give up,2026-08-20,0.0,0,0.3217,,,en,"18,10749"
1658483,Elisa and the letter,Elisa y la carta,"Elisa leads her friend Leonora into an art studio. While her friend acts like an ill-at-ease guest, Elisa navigates the chaotic space with ease and, amid the paintings and the hidden corners, uncovers a stack of love letters with no addressee. Fascinated, the two friends begin to recite them, unaware that those words hide a secret involving one of them.",2026-08-20,0.0,0,0.9457,/6wnFaruQ5vFgXjHMRooXCa88rNF.jpg,/zBUEpuYRSQ7zzp7OqRz2vq6G0vw.jpg,es,18
1699756,"Ayah, Aku Mau Cerita....","Ayah, Aku Mau Cerita....","When his family stares down the barrel of criminal charges, a commoner channels his street smarts and knowledge of action films to tie the long arm of the law into an investigative Gordian knot.",2026-08-20,0.0,0,1.3853,/1nHqIu8RAOv16yAWbVSL0XTsk3i.jpg,/oj93gx6nEqcmU8sFDr5c43bA0Jl.jpg,id,"80,18,9648,53"
884692,We Are All Strangers,我们不是陌生人,"A life-altering event forces 21-year-old Junyang and his girlfriend to face reality. At the same time, while Junyang’s father is struggling to hold their modest life together, a woman enters his life and both generations are forced to redefine their family.",2026-08-20,0.0,0,1.867,/aFs5h73L9BS4Q4UItDhWC5sw4Z9.jpg,/abVlmOXtnCQNxIUbGLie4LywfZr.jpg,zh,18
1700888,Hiddensee,Hiddensee,"Hiddensee in the Baltic Sea has always been a place where people have sought freedom. This film takes us on a journey through an entire century, starting in the golden 1920s, as it assembles the island’s scenery, history, and personal stories into a fascinating portrait. Then as now, the political upheavals that have swept across Germany have left their mark.",2026-08-20,0.0,0,1.3335,/iW3U7v3xlwQRnLYjazL7SDVOnP3.jpg,/rmglcLPXH7BJE9MDd4IqRB9oFeD.jpg,de,99
1719917,Tape 001,Tape 001,"A man is sent into a virtual world, looking for a beneficiant AI that disappeared a few days ago.",2026-08-20,0.0,0,0.7422,/rMMglpDbQhlVytzqEbYg0LCRVGL.jpg,/uZ3g1RDZjq0qN1bkk21JrpVIlUz.jpg,en,27
1730927,PIERRe,PIERRe,,2026-08-20,0.0,0,1.1855,/aMZqtdWb5XJC4VfDf82AiHCXxr6.jpg,,ca,18
1551002,Il n'y aura jamais assez d'images,Il n'y aura jamais assez d'images,,2026-08-20,0.0,0,0.6925,/k55Yt9bBBnyRbM1ADP7X8wgjXYn.jpg,/r8SjbfjPEdmUFEgoWrhwm1dwanl.jpg,pt,99
1731992,Don't Politicize,Ne politizálj,"In the northern region of Hungary, the populist propaganda of Orbán’s regime dictates the lives of military high school student Luca and her friends. But how do you distinguish between the opinions imposed on you and your own intrinsic beliefs in the most forming period of your life?",2026-08-20,0.0,0,2.3173,/lXAv9FVOmjjqWaJOqwjoVR0r3VK.jpg,,hu,99
1565598,Dan Bandung,Dan Bandung,"Basil, a working-studying Fine Arts student, falls in love with Elma after meeting her at a Persib soccer match. He creates a t-shirt featuring her image that goes viral, leading to their acquaintance and eventual dating. However, their relationship faces opposition from Elma's father, forcing Basil to fight for his love amidst various obstacles.",2026-08-20,0.0,0,1.8884,/lfuE3SltMeHQiS2IKxZJz0ADL3w.jpg,/3W9ipa59TAws4nAbaP0SdksktJG.jpg,id,"18,10749"
1341138,Spa Weekend,Spa Weekend,"Four lifelong friends realize that somewhere between careers, relationships, families, and everyday responsibilities, they’ve forgotten how to take care of themselves—and each other. Burned out and overdue for a break, the women escape to a luxury spa retreat for an unforgettable weekend dedicated to fun, laughter, and a lot of really bad decisions.",2026-08-20,0.0,0,13.3566,/7LIP05jWWwLPObSOAVbX7xkWPQ0.jpg,/8NGPUlR4xKQfgLaWCeXALGF3i27.jpg,en,35
1749006,Над Голубыми озёрами,Над Голубыми озёрами,"A young woman, Aliya, plans to fulfill her deceased grandmother's last wish and scatter her ashes over the Blue Lakes. The famous actor, Matvey, unexpectedly volunteers to help her.",2026-08-20,0.0,0,0.2271,/zxCjGPNwr2ZJ7Psgl3TGYGp1RtW.jpg,,ru,"35,10749"
1487704,The Legend of the Scythian Gold,Легенда о золоте скифов,"The plot centers on an investigation conducted by the curious and resourceful Petya, despite the entreaties of his friends, family, and local law enforcement agencies, and throughout the entire journey he is ""assisted"" by his younger brothers, Sasha and Kostya. After a series of failures and setbacks, Petya still does not give up, collects all the evidence together, and learns the truth about who is to blame for the disappearance of the artifacts and helps return these exhibits to the museum.",2026-08-20,0.0,0,0.5103,/cuIgNs3vSISx8dJ8kJXAo8NV4nW.jpg,,ru,"10751,9648,35"
445466,Idiots,Idiots,"When two unqualified bozos are hired to transfer a rich teen to rehab, their straightforward gig quickly spirals into dangerous mayhem.",2026-08-20,0.0,0,5.6767,/l1JFNC1SdgyXVr7BaD5ehaYBvOC.jpg,/cWWKFcsW9Hi0bVPXTQGeYb2Upi8.jpg,en,"35,80"
1588247,Совок,Совок,"Vyacheslav Ermakov, a phony businessman and life-waster, owes a large sum to a crime boss and, to pay off his debt, is forced to agree to carry out his errand. But a fateful encounter occurs along the way. To survive, Slava must play a survival game. The film is unusual in the ambiguity of its antagonist and his motives, all set against the backdrop of class conflict and reflection on the collapse of the USSR.",2026-08-20,0.0,0,1.3039,/42Ti1rKw1IydD24kftLT62eheNT.jpg,,ru,"18,53"
947474,Born in the Jungle,Laimīgie,"During late 1950s in Venezuela, nine-year-old Elizabeth’s summer break takes a wild turn when her little brother Leo vanishes into the jungle. She must swap her books for bravery not only to find her brother but also to rescue a mystical furry animal from captivity and bring him back up to the legendary Tepui mountain.",2026-08-20,0.0,0,1.8766,/Ajl53X10Nk9ohrTnmxXEnmpEkdX.jpg,/x6EA7dnmR2TXfurfU3wDYLOOyLG.jpg,lv,"16,10751,12"
1474861,Harusnya Horror,Harusnya Horror,"For the sake of being able to watch the last episode of his favorite anime that appeared exactly before his sudden death, a shy anime-obsessed ghost is forced to accept a task from the afterlife to haunt 100 thousand humans. The problem? He's more terrified of people than they are of him. So, to achieve his goal, he reluctantly becomes the ""star talent"" for a crew of broke, fraudulent horror creators, which in the end forces him to choose between his personal ambition or saving the only 'family' he has ever found.",2026-08-20,0.0,0,1.548,/sXYNcWGHdEe7sVlJwbqNnoDdgYm.jpg,/tA2pynFkrqtl5H9P4U1rlG73i56.jpg,id,"35,14,27"
1749000,Дружи со мной нет,Дружи со мной нет,"Mashinka, a model student, has a best friend named Nika; while Nika had romantic adventures over the summer, Mashinka did not. On the way to the school assembly on September 1st, one makes the other swear an oath of eternal friendship, but on the tram tracks, they encounter a strange new boy who has never attended a regular school.",2026-08-20,0.0,0,0.2361,/gvJQnVpnG5OOj6OUYblm1xOPKeY.jpg,,ru,18
1748997,Если я уеду,Если я уеду,"It's early September. Nine-year-old Anya doesn't want to move from her native village to the city. Her parents are packing: the school year is starting. Anya's dad, the local priest, is celebrating his final services before leaving. Anya confesses to him and complains about her mother. Anya also complains to her friend Zhenya. After spying on a church wedding, Zhenya and Anya sneak off and hold a wedding ceremony among the haystacks, promising never to forget each other. While playing, Anya asks Zhenya to always stay put when she's not looking, so that when she returns, he'll still be there. They fall asleep in the field, and their parents find them in the morning. Their things are packed, and they get into the car. Anya says goodbye to Zhenya. As they say goodbye, Zhenya asks her to go and not to look back. Anya gets in the car and drives away.",2026-08-20,0.0,0,0.2606,,,ru,
1748993,The Fighter,Боец,"He fights fighters who use their signature move, but refuses to use it first. She doesn't engage in combat at all—until he's defeated. And then one day she'll have to defend herself.",2026-08-20,0.0,0,0.2564,,,ru,
1748992,Я всё реже слышу твой голос,Я всё реже слышу твой голос,"The last days of summer. Between friendship, love, and impending changes, Lera becomes increasingly lost in her own feelings. As time passes, only fragments of memories remain of this summer.",2026-08-20,0.0,0,0.2589,,,ru,16
1749127,Будь другом,Будь другом,"Pasha, who has trouble making decisions, comes to his couple of friends to share important career news, but instead of support, he faces the worst possible choice: deciding which of them he will stay with after they break up.",2026-08-20,0.0,0,0.2186,/mQZ3FTJhDeAY6M7NYbQktxrqOmv.jpg,,ru,35
1036081,Khalifa Part 1,ഖലീഫ Part 1,"Aamir Ali, a notorious gold smuggling kingpin who inherited his multi-million dollar criminal enterprise from a lineage of gangsters, is drawn into a web of vengeance, legacy and power.",2026-08-20,0.0,0,3.9088,/cAl7uuRojdxysptYBj9Mg0czGmI.jpg,/6Jz7rnnZrSkgs9ySWUxewpcxr7Q.jpg,ml,"80,28"
1737965,The French Disaster,The French Disaster,,2026-08-20,0.0,0,0.6728,/zNReldMQCmmw8FWJzYW6Qkko4wJ.jpg,,fr,
1745159,Девочки танцуют,Девочки танцуют,"Yulia, a young go-go dancer, loses her job after suffering a seizure during a performance, and her mother, Irina, becomes the victim of a scam. Yulia doesn't despair and quickly finds a job at a new nightclub.",2026-08-20,0.0,0,1.1344,/oYlYHZXuFxGgDcVAxRhF6HoGc5Q.jpg,,ru,18
1733053,Graxa e o Zepelim,Graxa e o Zepelim,,2026-08-20,0.0,0,0.8467,/ozMUy7W7tpm43Nw19bzsKdK45A3.jpg,,pt,"99,18,10402"
1648197,Тоже мне любовь,Тоже мне любовь,"Anya (33) organizes a bachelorette party for her younger sister Lina (25), who is about to marry her fiancé Omkar. While trying to make the evening special, Anya finds herself quietly unsettled by the upcoming wedding and the dynamics of Lina’s relationship. As the night unfolds and the celebration grows increasingly chaotic, Anya’s attempts to control the situation begin to spiral, forcing both sisters to confront difficult questions about love, expectations, and the choices they make.",2026-08-20,0.0,0,1.4081,/aks4komWV94HkMP41b9P7HdtfR9.jpg,,ru,"18,35"
1448944,Mundurukuyü – The Forest of the Fish Women,Mundurukuyü - A Floresta das Mulheres Peixe,"Using the camera as a weapon to defend their ancestral land in Brazil, three women of the Daje Kapap Eypi audiovisual collective lovingly record their Munduruku traditions and their mythology of humans transforming into forest plants and animals.",2026-08-20,0.0,0,0.6988,/x1dQGWOPBSm8AYlbFQRW7MAEyES.jpg,,pt,99
1424965,Ice Skater,Ice Skater,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.",2026-08-20,2.0,1,7.6835,/m93BKabB7Je8WQACed58BXeHNNR.jpg,/24hXgpn6rLTracW3baRgF0Gxo6W.jpg,en,"18,53"
1410202,A Stroll to Syracuse,Spaziergang nach Syrakus,"In the middle of his life, Paul Gompitz from Rostock makes the decision to travel to Syracuse in Sicily. He is driven to follow in the footsteps of the poet Johann Gottlieb Seume. But: Paul lives in the GDR, behind the most annoying border in the world. His plan is impossible by legal means. So he has to prepare an escape.",2026-08-20,0.0,0,2.8854,/BETdSysg2GZYp2nClaTvl4ZCWY.jpg,/yec7daOksScspZ9AzcRfS106SEa.jpg,de,"18,35"
1402404,O Shaolin do Sertão 2,O Shaolin do Sertão 2,,2026-08-20,6.0,1,1.4123,/gPm0cWO4xRJPm1600lSSxdQcyFz.jpg,,pt,35
1339767,Czech Girl,Chica Checa,"Widowed Zdena lives a quiet life as a postwoman in a small Czech village. When her beloved son Lukas returns home from France to say goodbye to his dying grandmother, his determination to make her seemingly impossible wish come true leads him to reveal a secret that challenges the values of the village: his queer life in Paris and his drag queen alter ego, Chica Checa.",2026-08-20,0.0,0,1.6053,/gGlnHpv3NHGp7V7WY1J06ybekbh.jpg,/21u0ouwnX100f0AHbWleleRAWrb.jpg,cs,"35,18"
1322379,Rinrada the Influencer,รินรดา,"When a female influencer is destroyed by social media backlash to the point of taking her own life, she gets a second chance as a spirit with only 28 days before she is forgotten forever.",2026-08-20,0.0,0,1.6688,/gQO9gL3JJCrmAQYNY2rTBxnMvK6.jpg,/vLPntcKWsx7yVw52l8yzCQRn3wN.jpg,th,"27,53"
1304776,Estrelando Marta,Estrelando Marta,Marta dreams of starting her acting career.,2026-08-20,0.0,0,1.927,/xNGQB3GZXtpXaMK3bt77llvhGGd.jpg,/p7sEzGB6F21P0bqWce2nEP8T7Ol.jpg,pt,
1204680,Coyote vs. Acme,Coyote vs. Acme,"After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",2026-08-20,0.0,0,20.8024,/orkLtdgMGiO9rTVMqJ1kKwrnup1.jpg,/155LhAj1BYgDM8mhWLViL3pjp1a.jpg,en,"35,12,10751"
1427577,Don't Let Me Down,Don't Let Me Down,"When estranged friends Michael and Elizabeth reunite, Michael finds himself struggling to leave the past behind.",2026-08-20,0.0,0,0.5828,/iXn10K0G55RUwBVhaLZMbB1aFvP.jpg,/hH7nezcqmJBmWWxOt6rByKWpdT6.jpg,en,"18,10749,10402"
1742706,Darkroom,Darkroom,"Darkroom is a city symphony and filmed diary that captures the invisible pulse of Buenos Aires through a visual, introspective journey. The film opens on the vastness of the Río de la Plata before venturing deep into the heart of the city, culminating in an intimate portrait of local neighbours in a Buenos Aires quarter. Eschewing traditional narrative, the work observes the tension between the river landscape and everyday life, transforming the ordinary into a poetic visual essay on porteño identity and the memory of its streets.",2026-08-19,0.0,0,0.4086,,,es,99
1743511,Von Lichtergeistern,Von Lichtergeistern,,2026-08-19,0.0,0,1.4188,/c2xdlkRb7P1gmTaQTFbtcaLxvlT.jpg,,de,99
1742712,Vado in America,Vado in America,"A documentary and investigative essay on the traces of migration, family memory, and the audiovisual archive connecting the experience between Switzerland and Argentina.",2026-08-19,0.0,0,1.0232,/k5XQimOovxYYaNun843Qky7a9v8.jpg,,es,
1742708,Introducción a la catástrofe,Introducción a la catástrofe,"A poetic and experimental journey exploring collapse, landscape transformation, and the fissures of contemporary life through the archive and attentive observation.",2026-08-19,0.0,0,0.3414,,,es,99
1742707,El canto de los pajaros,El canto de los pajaros,"In the drowsiness between sleep and wakefulness, the birds sing. The river forms a border yet also unites; it is a bridge shaped like a 3D dream, where the Río de la Plata wetlands meet the shores of Gaza.",2026-08-19,0.0,0,1.5959,/pzUUFe0Gek7brqAUEL9enHPOaMX.jpg,,es,
1742714,Hablan las aves,Hablan las aves,"After centuries of colonization, the dry forests of the Gran Chaco are devastated and on the verge of disappearing. As the Wichí people try to navigate a present marked by mechanized violence and exploitation, the birds of their territory have begun to sing with unusual intensity. Blending fantastical satire and ethnographic experiment, the birds speak to anyone willing to listen.",2026-08-19,0.0,0,1.0367,/7UuAVkje1ywpfSI7Kcntu2y8nDx.jpg,/yTJSQa2V3BKOu76B88iB5RxDBRA.jpg,es,99
1737941,Patch,Zakrpa,"Iva fights a loosing battle against her abusive mother who tries her hardest to control every aspect of the former's life. The way she sees it, there's only one way out of her continously deteriorating mental state: running.",2026-08-19,0.0,0,1.9023,,,hr,"18,53"
1737129,HB2ME,HB2ME,A seemingly ordinary birthday celebration quickly spirals into chaos.,2026-08-19,0.0,0,2.2894,/picsraWKySSn80CEBwX2f7GUUW1.jpg,,tl,"35,28"
1733513,Slow Hours,Slow Hours,"As Victoria’s Treaty process gathers momentum, a young Indigenous teenager, Amelia Austin, begins to locate herself within an intergenerational fight for sovereignty.",2026-08-19,0.0,0,0.321,,,en,99
1746143,Lizzzard,Lizzzard,Two teenage girls push the limits of their sleepy suburban world during one jagged night in 2008.,2026-08-19,0.0,0,7.525,/bhcaigG820ME24ztBWKosHCr38Y.jpg,/peYcOBLQYTsTMnULL4e6zzDOZ9Y.jpg,en,18
1745235,СВОП,СВОП,"The wedding has fallen through, and the bride heads from the registry office to the flea market to exchange her wedding dress for something better.",2026-08-19,0.0,0,2.1425,/yInjra7y2GTKWTpRHQVnEgCCibP.jpg,,ru,18
1747398,QUANTRO,QUANTRO,"Life in two four sided shapes, an experiment in presenting moving images simultaneously",2026-08-19,0.0,0,0.341,/qvGnaRmRYtGtTevr5ftXdrbGCS4.jpg,,en,
1745180,Как мы деда провожали,Как мы деда провожали,"A funeral bus gets stuck in the snow-covered vast expanses on the way to the cemetery. Instead of solving the problem, family members sort things out with each other. The family is falling apart before our eyes, and only the deceased grandfather will help save it.",2026-08-19,0.0,0,2.1852,/wf020EbJi6uncbZOblnqWOEV1vA.jpg,,ru,18
1745188,Космос на двоих,Космос на двоих,"A late-night radio signal accidentally connects lonely robotics teacher Valentin with a mysterious girl he's never met. A feeling blossoms between them, but in an attempt to appear better, Valentin begins lying about himself. When the connection suddenly breaks, he realizes he knows nothing about the girl. Will he be able to find the stranger and earn a second chance?",2026-08-19,0.0,0,0.4795,/76O8eyvf5RlBUBi4u7Y9xLE1sAJ.jpg,,ru,18
1733478,Dya (Country),Dya (Country),"A regional First Nations filmmaker explores the Wotjobaluk Nations’ underdog fight for recognition, revealing Treaty as a complex mosaic with deeply local, lived realities unfolding far from Melbourne.",2026-08-19,0.0,0,0.3788,,,en,99
1563614,Be with You,不想失去你,"A high school dropout and delinquent, Jie, falls in love with a quiet, speech-impaired high school girl, Guang, leading to a story of mutual growth and healing.",2026-08-19,0.0,0,1.9654,/sEToT1BczP1hmVEkpHS1vURtNVn.jpg,/kruK1J1nDjUqXHgvEBr7uFj8QC7.jpg,zh,"10749,18"
1724074,Facing the Numbers,Facing the Numbers,"A unique mixture of different forms of Indigenous storytelling, this vibrant documentary finds the humanity behind all-too-familiar statistics.",2026-08-19,0.0,0,0.251,/ycSqShmozs1TetFN9Z6MiH06aRe.jpg,/Arom8OSb7ocA13OdI0UDrpYP9Gh.jpg,en,
1714920,Bel,Bel,"Tells the story of Beldina Odenyo, the Kenyan Scottish musician, singer and songwriter, who performed under the stage name, Heir of the Cursed as well as working across Scotland’s theatre and poetry communities. After her acclaimed performance at the Scottish Album of the Year Awards in 2021, Bel took her own life. She left behind raw, intimate video diaries and a hard drive full of original songs of great beauty.  This stirring film documents the journey her sister and friends took to release her work posthumously, creating a heartfelt, insightful portrait of a complex, intelligent and profoundly talented young woman.",2026-08-19,0.0,0,0.9599,/vygFL7r2aeiFKMoblWKTcmz67xR.jpg,/5L7EtXGdxIOjyYwKWRBhc0CKWQS.jpg,en,"99,10402"
1701579,Keep Fit!,Физкульт-приват,"An awkward and intrusive teenager armed with reports, presentations, and practical exercises literally pulls the teacher out of the noose—first with his tediousness, then with his absurdly persistent determination. Gradually, a strange game develops between them: from passing requirements and “fun starts” to an unexpected friendly closeness that temporarily restores both of their taste for life.",2026-08-19,0.0,0,2.1957,/dDe8W2Kl4DhxydnOwMdscNZKc0f.jpg,,ru,"35,18"
1649649,Just Friends,Друг,"Returning to her hometown, Masha meets Pasha, whom she hasn't seen for many years. Together they overcome the death of a beloved one thus coming closer to each other. But their lives, full of dreams and losses, are rather different and drive them apart again and again. Each meeting brings back the old spark, but neither can decide to anything more. Through trauma and failure,they mature, learn to love, and try to figure out who they are to each other",2026-08-19,0.0,0,1.6061,/omXVFQRVpTskfd44yf58AuCvM8R.jpg,,ru,18
1590435,All the Mayor's Men,All the Mayor's Men,The rise and fall of a drifter who declares himself mayor of a ghost town inhabited solely by mannequins.,2026-08-19,0.0,0,0.3171,/x05XH1U5xogVDxmWzVvSCHwZEwp.jpg,/68hIhJmX44IctKvUIHKMBEVcg4v.jpg,en,"18,35"
1567937,V,空枪,"An ambitious young man, Geng Jie, ventures to Xicheng, achieves success through daring enterprise, but finds himself entangled in a difficult struggle for survival and drawn into a dangerous vortex after meeting a flight attendant and pursuing a stable life.",2026-08-19,0.0,0,4.212,/rNqQQ3hFknhKpy8OTyGfzk7FY20.jpg,/c1hrosrq2q56Afn7aZHJZqA1Dn6.jpg,cn,"18,80"
1566470,La Nirvana,La Nirvana,,2026-08-19,0.0,0,3.8201,/lBmbAFiK0xOL6lUZLUCs0KQDBm1.jpg,/mFguMM24mUj7HXpGaahI25wiRng.jpg,fr,35
1026933,Paradise,Paradise,"The enigmatic captain of a burning cargo ship binds together the fates of two families; one in a bustling Ghanaian city, the other in a quiet Canadian town.",2026-08-19,0.0,0,1.9376,/hNWZVMxSeCEEaCeugxFXBTfhvhP.jpg,/b8p6WOiGWGIFYhoi7akznASHtfr.jpg,en,"18,53"
1526570,Justino - Nos Bastidores do Reino,Justino - Nos Bastidores do Reino,,2026-08-19,0.0,0,0.9635,/AiCdB13JbNNTv1xwLShbVHWcUQ1.jpg,/4NvK1M0eIhJWp0rfTJrPECGrXBE.jpg,pt,
1440397,Providence and the Guitar,A Providência e a Guitarra,"In a distant past, Léon and Elvira Berthelini, itinerant artists, make their living hopping from town to town. In Covarronca, harassed by the Police Commissioner, they are forced to spend the night out in the open. That’s when they meet Stubbs, a young Cambridge student, with whom they find shelter in the home of a painter at odds with his wife. In return for the hospitality, they remind their hosts that the love of art resolves the art of love. Meanwhile, an unusual curse sends them on absurd journeys into the 21st century, where the future of social security and of a rock band are at stake.",2026-08-19,0.0,0,1.6747,/m485znZEsU1tgjbI1YZ8jo5h7S3.jpg,/oYt5yh672jmnynpMxgpLxwoQXfD.jpg,pt,"35,18,10402"
1330701,Water Lilies,수련,"Hyo-won, who dreams of becoming an actress, arrives at Seoul city after running away from country home with Eun-seo, who dropped out of high school. They are excited with their own hopes for the future.  Hyo-won starts taking acting lessons from leading actor Su-yeon to become a member of the theater company. Eun-seo starts to work at a shabby restaurant when Hyo-won's lesson fee is urgent.  Su-yeon teaches Hyo-won. Acting... It's about fully understanding and expressing other people's pain.  But Hyo-won doesn't understand Eun-seo's pain. The same goes for Eun-seo.  Life is full of questions for them",2026-08-19,0.0,0,0.7051,/8ogNHZJts4F7zxHxDptBza3Ut4C.jpg,/s7SOENMHxbyl4IvJ0tTWFH2Lga4.jpg,ko,18
1291595,Insidious: Out of the Further,Insidious: Out of the Further,"Gemma, a young mother raising her daughter in the house she grew up in, discovers she can travel into The Further, where she possesses an ability to bring what lives there back to the real world.",2026-08-19,5.5,2,34.7375,/4tTrW9dXCByS5wt2pXVWb58zNjz.jpg,/hD8y787ciNWQ2bn396YrSsOIzdN.jpg,en,"27,53"
1288445,Mutiny,Mutiny,"After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",2026-08-19,9.75,4,30.1536,/pVMxkaViouALWwc1EdZBaiZJTxJ.jpg,/jUdV706J4d3nUEbfimqVnGZqTbW.jpg,en,"28,53"
